Exercise ID,Movement Duration,Repetition,Pause,Description FR,Description EN,Description DE,Description ES,Description IT,Description PT,Category FR,Category Sub Level 1 FR,Category Sub Level 2 FR,Category Sub Level 3 FR,Category EN,Category Sub Level 1 EN,Category Sub Level 2 EN,Category Sub Level 3 EN,Category DE,Category Sub Level 1 DE,Category Sub Level 2 DE,Category Sub Level 3 DE,Category ES,Category Sub Level 1 ES,Category Sub Level 2 ES,Category Sub Level 3 ES,Category IT,Category Sub Level 1 IT,Category Sub Level 2 IT,Category Sub Level 3 IT,Category PT,Category Sub Level 1 PT,Category Sub Level 2 PT,Category Sub Level 3 PT
103,12,4,10,"Faites une moue. En même temps, serrez doucement les dents.","Make a pout with your lips. At the same time, gently clench your teeth.",Macht einen Kuss und haltet die Bewegung mit dem Finger. Gleichzeitig beißt leicht die Zähne zusammen.,"Haz un beso y mantén el movimiento con tu dedo. Al mismo tiempo, aprieta suavemente los dientes.","Fai un bacio e tieni il movimento con il dito. Allo stesso tempo, serra dolcemente i denti.","Faça uma careta. Ao mesmo tempo, aperte levemente os dentes.",Péri-opératoire,Greffe 5e nerf ou MAT,Tiers inférieur,Actif,Perioperative.,5th nerve graft or MAT,Inferior Third,Active,Perioperativ,Transplantation des 5e Nervs oder MAT,Untere Ebene,Aktiv,Perioperatorio,Implante de quinto nervio o MAT,Tercer piso inferior.,Activo,Perioperatorio,Trapianto del quinto nervo o MAT,Terzo inferiore,Attivo,Perioperatório,Transplante do 5º nervo ou MAT,Terço inferior,Ativo
104,12,4,10,Parlez lentement en contractant doucement la joue opérée lors des sons i et é.,"Speak slowly while gently contracting the operated cheek during the sounds ""ee"" and ""ay.""","Sprecht langsam und zieht die operierte Wange sanft zusammen, während ihr die Laute i und e macht.",Habla lentamente contrayendo suavemente la mejilla operada al pronunciar los sonidos i y é.,Parla lentamente contrando delicatamente la guancia operata durante i suoni i e e.,Fale lentamente contraindo suavemente a bochecha operada durante os sons i e é.,Péri-opératoire,Par activité fonctionnelle,Parole,,Perioperative.,By functional activity,Speech,,Perioperativ,Nach funktionaler Aktivität,Wort,,Perioperatorio,Por actividad funcional.,Palabra,,Perioperatorio,Per attività funzionale,Parole ,,Perioperatório,Por atividade funcional,Palavra,
133,12,4,10,Souriez doucement en sentant deux fils qui tirent vos joues,Smile gently while feeling two strings pulling at your cheeks,"Lächelt sanft, während ihr zwei Fäden spürt, die eure Wangen ziehen.",Sonríe suavemente sintiendo dos hilos que tiran de tus mejillas.,Sorridi dolcemente sentendo due fili che tirano le tue guance.,Sorria suavemente sentindo dois fios puxando suas bochechas.,Expressions faciales,Groupe musculaire + émotions,Tiers médian,Joue et heureux(se),Facial expressions,Muscle group + emotions,Inferior Third and Happy,Cheek + happy,Gesichtsausdrücke,Muskelgruppe + Emotionen,Mitteltier,Spiel und sei glücklich.,Expresiones faciales,Grupo muscular + emociones,Tercer cuartil,Juega y sé feliz,Espressioni facciali,Gruppo muscolare + emozioni,Terza mediana,Gioca e sii felice,Expressões faciais,Grupo muscular + emoções,Terceiro médio,Joga e sê feliz(a)
155,12,4,10,Faites une baboune en abaissant les coins de la bouche et en retroussant la lèvre inférieure.,Pout by lowering the corners of your mouth and curling your lower lip,"Macht eine Schmollmund, indem ihr die Mundwinkel nach unten zieht und die Unterlippe einrollt.",Haz un puchero bajando las comisuras de la boca y levantando el labio inferior.,Fai una faccia da disapprovazione abbassando gli angoli della bocca e arricciando il labbro inferiore.,"Faça um bico, abaixando os cantos da boca e levantando o lábio inferior.",Expressions faciales,Groupe musculaire + émotions,Tiers inférieur,Bouche et dégouté,Facial expressions,Muscle group + emotions,Median Third,Mouth + disguted,Gesichtsausdrücke,Muskelgruppe + Emotionen,Untere Ebene,Verärgert und angewidert.,Expresiones faciales,Grupo muscular + emociones,Tercer piso inferior.,Boca y asqueado,Espressioni facciali,Gruppo muscolare + emozioni,Terzo inferiore,Bocca e disgusto,Expressões faciais,Grupo muscular + emoções,Terço inferior,Desgosto e repugnância.
157,12,4,10,"«Un fruit cru, un fruit cuit ou un fruit frit ? »","""Fresh fruit, fried fruit, or frozen fruit?""","Frische Früchte, frittierte Früchte oder gekochte Früchte?","¿Frutas fritas, frutas frescas o frutas frías ?","Frutti fritti, frutti freschi o frutti freddi","""Uma fruta crua, uma fruta cozida ou uma fruta frita?""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
158,12,4,10,« Angèle et Gilles en gilet gèlent. »,"""The journalist Jill measures jelly""","„Journalistin Jill genießt lilien""",Il n’y a pas le son /j/ en espagnol.,Giulio gira il gelido giglio.,"""Angèle e Gilles com colete gelam.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
159,12,4,10,"« Papier, panier, piano. »","""Penny, panda, piano""","„Wiederholen Sie dreimal: „Papier, Korb, Klavier.“","Repita tres veces: « Papel, canasta, piano. »","Ripeta tre volte: « Carta, cesta, pianoforte. »","""Papel, cesto, piano.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
160,12,4,10,« Cinq chiens chassent six chats. »,"""Six slippery snails slid slowly seaward""","„Sieben Schlangen schlängeln schnell.""",« Cinco chicos chocan con seis sillas. »,« Cinque cinghiali cercano sei cetrioli. »,"""Cinco cães caçam seis gatos.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
161,12,4,10,« Douze douches douces. »,"""Danny the dandy dog danced dangerously""","„Dutzend deutliche Duschen.""",« Doce dulces duchas. »,« Dodici docce dolci. »,"""Doze chuveiros suaves.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
162,12,4,10,« La charmante Macha mâche en marchant. »,"""Charming Charlie chews while chasing.""",Charlotte schaut und marschiert stark.,« Chato charla y marcha al charco. »,« Carla cerca e marcia con calma. »,"""A encantadora Macha mastiga enquanto anda.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
163,12,4,10,« Un plat plein de pâtes plates. »,"""Pat plants plastic plates at the plaza.""","„Paul plantet Platten auf dem Platz.""",« Paco planta plátanos para Paloma »,« Paolo placa piante per Palma »,"""Um prato cheio de massas planas.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
164,12,4,10,« Une meule moud mille moules molles.»,"""Molly molds many mushy mussels""",„Müller mahlt milde Muscheln.“,« Mil molineros muelen mejillones mojados.»,« Mille molle macinano molti molluschi.»,"""Uma mó mói mil mexilhões moles.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
165,12,4,10,"« Tonton Théo, ton thé a-t-il ôté ta toux? »","""Tom took Tony’s tea to tame his tough throat.""",„Tante Tina trinkt täglich Tee trotz trockener Tage.“,« Tío Tito toma té tibio todo el tiempo. »,« Tutto Tommaso tocca tè toscano e toglie la tosse. »,"""Titio Teo, o teu chá tirou a tua tosse?""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
166,12,4,10,« Kiki quête et Coco caquette. »,"""Kenny kicks and Coco cackles.""",„Klaus kauft kleine Katzen und Kurt kräht.“,« Kiko quiere que Kika cante. »,« Kiki chiede e Koko chiacchiera. »,"""Kiki busca e Coco tagarela.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
167,12,4,10,"« Lady l’a lu, Lola le loue, Lulu le lit et Lola l’a. »","""Lily likes lemon lollies, Lou lifts lit lamps.""","„Lena liebt lustige Leute, Lars liest laut los.“","« Lola limpia lo lindo, Luis lee la luna. »","« Luca lava le lire, Lino lede la luna. »","""Lady leu, Lola o elogia, Lulu o lê e Lola o tem.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
168,12,4,10,« Que lit Lili sous ces lilas-là? »,"""Lili lifts Lolly while Lola rests in her villa.""","„Lili liebt Lilly, Lola legt la la.“","« Lili limpia lili, Lola lanza la pala.»","« Lili lancia Lolli, Lola lascia la villa. »","""O que Lili lê sob aqueles lilases?""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
169,12,4,10,« Croque quatre crevettes crues et quatre crabes creux. »,"""Crack crunchy cooked crabs and crispy crackers""","„Karl knackt krumme Krabben, knusprige Krebse.“",« Cuatro cangrejos crujen y cuatro camarones crudos. »,« Crocca quattro crostacei crudi e quattro calamari croccanti. »,"""Come quatro camarões crus e quatro caranguejos vazios.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
170,12,4,10,« Bill déballe des boules et des balles. »,"""Bill builds big bells and balls.""",„Ben baut Bälle und Beile..“,« Billo dobla dulces y doble bola.»,« Billo dona bulle e dolci. »,"""Bill está desembalando bolas e bolas.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
171,12,4,10,« La mule a bu tant qu’elle a pu. »,"""My menu includes tofu and fondue.""",„Die Kuh schlug zu und trank im Nu.“,« Mi menú incluye tofu y bambú. »,« Il menu era blu e poi bevve il tè flu. »,"""A mula bebeu tanto quanto pôde.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
172,12,4,10,« Armand n’a ni ami ni nana. »,"""Annie never knew a mini animal named Anna.""","„Anni nimmt nie einen Mini, aber Nana mag ihn.“","« Ana ama a amigos, ni nana ni nadie. »","« Anni ama amici, ma non ama nani. »","""Armand não tem amigo nem namorada.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
196,12,4,10,"Produisez le mouvement de mastication, lentement, tout en maintenant le haut du visage au repos.","Perform the chewing movement slowly, while keeping the upper part of the face relaxed.","Führen Sie die Kaubewegung langsam aus, während Sie den oberen Teil des Gesichts entspannt halten.","Realice el movimiento de masticar, lentamente, mientras mantiene la parte superior del rostro relajada.","Esegua il movimento di masticazione, lentamente, mantenendo rilassata la parte superiore del viso.","Execute o movimento de mastigação lentamente, mantendo a parte superior do rosto relaxada.",Contrôle des syncinésies,Par activité fonctionnelle,Déglutition,,Control of synkinesis,By functional activity,Swallowing,,Kontrolle von Synkinesien,Nach funktionaler Aktivität,Schlucken,,Control de sinquinesias,Por actividad funcional.,Deglución,,Controllo delle sincinesie,Per attività funzionale,Deglutizione,,Controlo das sinergias.,Por atividade funcional,Deglutição,
199,12,4,10,"Produisez les sons /p/ et /b/, puis /pa/, bé/.","Produce the sounds /p/ and /b/, then  /pa/ and /ba/","Produzieren Sie die Laute /p/ und /b/, dann /pa/ und /bé/.","Produzca los sonidos /p/ y /b/, luego /pa/ y /bé/.","Produca i suoni /p/ e /b/, poi /pa/ e /bé/.","Produza os sons /p/ e /b/, depois /pa/, bé/.",Articulation,Phonèmes,Parole,,Articulation,Phonemes,Speech,,Gelenkung,Laute,Wort,,Articulación,Fonemas,Palabra,,Articolazione,Fonemi,Parole ,,Articulação,Fonemas,Palavra,
200,12,4,10,Produisez les mots /papa/ puis /bébé/.,Say the words /dad/ then /baby/,Produzieren Sie die Wörter /papa/ und dann /baby/.,Produzca las palabras /papa/ y luego /bebé/.,Produca le parole /papa/ e poi /bebé/.,"Produza as palavras ""papai"" e depois ""bebê"".",Articulation,Phonèmes,Mots,,Articulation,Phonemes,Words,,Gelenkung,Laute,Wörter,,Articulación,Fonemas,Palabras,,Articolazione,Fonemi,Parole,,Articulação,Fonemas,Palavras,
214,12,4,10,« La mouche rousse touche la mousse. »,"""The rough moose moves loose.""",„Rudi muss raus und raus aus dem Haus.“,« Mucho ruido cruza muchas rusas. »,« Molto lusso muove l’uso del flusso. »,"""A mosca ruiva toca na musgo.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
215,12,4,10,"« Si ça se passe ainsi, c’est sans souci. »","""Since Sam seeks simplicity, Steve stays messy.""","„Susi sieht Sven, sie singt und springt.“","« Si Sergio sigue así, será sin frenesí. »","« Se Silvia sorride così, sarà senza problemi, sì. »","""Se for assim, não há problema.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
233,12,4,10,« Des fruits frais froids.»,"""Fresh frozen fruits.""","„Frische, frostige Früchte.“",« Frutas frías frescas. »,« Frutti freschi freddi. »,"""Frutas frescas e frias.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
238,12,4,10,« Ni Nina ni Ninon n’ont d’ananas. »,"""Neither Nina nor Nita’s noted names.""",„Niemand nennt Nina und Norbert Nonnen.“,« Ni Nino ni Nana son como Namón. »,« Né Nino né Nana non vedon Napolón. »,"""Nem a Nina nem a Ninon têm abacaxi.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
239,12,4,10,« Les roues sur la rue roulent. »,"""Rudy rushes round rural rules.""",„Runde Räder rollen ruhig rund.“,« Rulos ruedan rumbo a rumbos rulados. »,« Ruote ruotano rumo a ruoli rullanti. »,"""As rodas na rua rolam.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
240,12,4,10,"« Si ceci se sait, ces soins sont sans succès ! »","""Sam says some seeds, then Sarah seeks some needs.""","„Siehst du sie so, sie sagt’s sehr froh.“","« Si Sergio se siente, su sueño es valiente. »","« Se sei sempre sincero, sei senza pensiero. »","""Se isto for descoberto, estes cuidados serão sem sucesso!""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
241,12,4,10,"« À l’île aux Lilas, le loup lit la loi. »","""Luke lives on Lily Lane, he loves the law.""","„Lukas liest Lilien, liebt und lobt das Gesetz.“","« Luis lee lilas, luego lucha con la ley. »","« Luca legge lilà, lui loda la legge. »","""Na ilha das Lilases, o lobo lê a lei.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
242,12,4,10,« Trois tortues tristes trottent sur le trottoir. »,"""Ten tricky turtles trot toward the tree.""",„Trotz trauriger Träume traben treue Tiere.“,« Tres tristes tortugas trotan tras el trono. »,« Tre tartarughe tristi trottano tra i tronchi. »,"""Três tartarugas tristes trotam na calçada.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
243,12,4,10,« Pépé et Mémé pouponnent le poupon. »,"""Papa and Mama pamper the plump pawn.""",„Peter putzt Puppen und pumpt Ponton.“,« Pepe y Meme miman al mimito. »,« Pippo e Mimo mimano il piccolo. »,"""Pépé e Mémé estão cuidando do bebê.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
244,12,4,10,« Barnabé est un bien beau bandit barbu. »,"""Barney bought a big, bold bandit with a bushy beard.""",„Barney baut bald böse Bären und bunte Büsche.“,« Bartolo bebe bajo el buen barbero. »,« Barnaba beve bene e balla sotto il barbone. »,"""Barnabé é um belo bandido barbudo.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
245,12,4,10,« Trois très gros rats tapis dans leur trou.»,"""Three grand trolls track towards the ground.""",„Drei große Gruben tapern tief unten.“,« Tres grandes gritos tapados tras un truco. »,« Tre grandi grotte tappate tra trucchi. »,"""Três ratos muito grandes escondidos em sua toca.""",AVC,Articulation,Phrases,,CVA,Articulation,Sentences,,Schlaganfall,Gelenkung,Sätze,,ACV (Accidente Cerebrovascular),Articulación,Frases,,ICTUS,Articolazione,Frasi,,AVC (Acidente Vascular Cerebral),Articulação,Frases,
264,12,4,10,Faire passer l’air d’une joue à l’autre.,Move the air from one cheek to the other.,Lassen Sie die Luft von einer Wange zur anderen wandern.,Haga pasar el aire de una mejilla a la otra.,Faccia passare l’aria da una guancia all’altra.,Passar o ar de uma bochecha para a outra.,AVC,Scellement labial,Tiers médian,Joue,CVA,Labial sealing,Median Third,Cheek,Schlaganfall,Lippenversiegelung,Mitteltier,Spielen,ACV (Accidente Cerebrovascular),Sellado labial.,Tercer cuartil,Jugar,ICTUS,Sigillatura labiale,Terza mediana,Gioca,AVC (Acidente Vascular Cerebral),Selamento labial,Terceiro médio,Jogar
388,12,4,10,"Levez doucement les sourcils, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais.","Raise your eyebrows gently, with a SMALL movement, while subtly pressing your tongue against your palate.","Heben Sie sanft die Augenbrauen, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken.","Levante suavemente las cejas, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar.","Alzi delicatamente le sopracciglia, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato.","Levante suavemente as sobrancelhas, com um PEQUENO movimento, pressionando sutilmente a língua contra o céu da boca.",Péri-opératoire,Greffe 12e nerf,Tiers supérieur,Actif,Perioperative.,12th nerve graft,Superior Third,Active,Perioperativ,12. Nerventransplantation,Oberstufe,Aktiv,Perioperatorio,Implante del 12º nervio,Nivel superior,Activo,Perioperatorio,Impianto del 12° nervo,Terzo superiore,Attivo,Perioperatório,Transplante do 12º nervo,Topo tier,Ativo
388,12,4,10,"Levez doucement les sourcils, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais. Accompagnez le mouvement avec votre doigt.","Raise your eyebrows gently, with a SMALL movement, while subtly pressing your tongue against your palate. Accompany the movement with your finger.","Heben Sie sanft die Augenbrauen, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken. Begleiten Sie die Bewegung mit Ihrem Finger.","Levante suavemente las cejas, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar. Acompañe el movimiento con su dedo.","Alzi delicatamente le sopracciglia, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato. Accompagni il movimento con il dito.","Levante delicadamente as sobrancelhas, com um PEQUENO movimento, pressionando sutilmente a língua contra o céu da boca. Acompanhe o movimento com o seu dedo.",Péri-opératoire,Greffe 12e nerf,Tiers supérieur,Actif assisté,Perioperative.,12th nerve graft,Superior Third,Active-assisted,Perioperativ,12. Nerventransplantation,Oberstufe,Unterstützende Vermögenswerte,Perioperatorio,Implante del 12º nervio,Nivel superior,Activo asistido,Perioperatorio,Impianto del 12° nervo,Terzo superiore,Attivo assistito,Perioperatório,Transplante do 12º nervo,Topo tier,Ativo assistido
389,12,4,10,"Froncez doucement les sourcils, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais.","Frown gently, with a SMALL movement, while subtly pressing your tongue against your palate.","Runzeln Sie sanft die Stirn, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken.","Frunza suavemente el ceño, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar.","Corrughi delicatamente la fronte, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato.","Franze levemente as sobrancelhas, com um MOVIMENTO SUAVE, pressionando sutilmente a língua contra o céu da boca.",Péri-opératoire,Greffe 12e nerf,Tiers supérieur,Actif,Perioperative.,12th nerve graft,Superior Third,Active,Perioperativ,12. Nerventransplantation,Oberstufe,Aktiv,Perioperatorio,Implante del 12º nervio,Nivel superior,Activo,Perioperatorio,Impianto del 12° nervo,Terzo superiore,Attivo,Perioperatório,Transplante do 12º nervo,Topo tier,Ativo
389,12,4,10,"Froncez doucement les sourcils, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais. Accompagnez le mouvement avec votre doigt.","Frown gently, with a SMALL movement, while subtly pressing your tongue against your palate. Accompany the movement with your finger.","Runzeln Sie sanft die Stirn, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken. Begleiten Sie die Bewegung mit Ihrem Finger.","Frunza suavemente el ceño, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar. Acompañe el movimiento con su dedo.","Corrughi delicatamente la fronte, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato. Accompagni il movimento con il dito.","Franze ligeiramente as sobrancelhas, com um PEQUENO movimento, pressionando sutilmente a língua contra o céu da boca. Acompanhe o movimento com o seu dedo.",Péri-opératoire,Greffe 12e nerf,Tiers supérieur,Actif assisté,Perioperative.,12th nerve graft,Superior Third,Active-assisted,Perioperativ,12. Nerventransplantation,Oberstufe,Unterstützende Vermögenswerte,Perioperatorio,Implante del 12º nervio,Nivel superior,Activo asistido,Perioperatorio,Impianto del 12° nervo,Terzo superiore,Attivo assistito,Perioperatório,Transplante do 12º nervo,Topo tier,Ativo assistido
390,12,4,10,"Levez doucement les narines, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais.","Raise your nostrils gently, with a SMALL movement, while subtly pressing your tongue against your palate.","Heben Sie sanft die Nasenflügel, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken.","Levante suavemente las fosas nasales, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar.","Alzi delicatamente le narici, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato.","Eleve suavemente as narinas, com um MOVIMENTO PEQUENO, pressionando sutilmente a língua contra o céu da boca.",Péri-opératoire,Greffe 12e nerf,Tiers médian,Actif,Perioperative.,12th nerve graft,Median Third,Active,Perioperativ,12. Nerventransplantation,Mitteltier,Aktiv,Perioperatorio,Implante del 12º nervio,Tercer cuartil,Activo,Perioperatorio,Impianto del 12° nervo,Terza mediana,Attivo,Perioperatório,Transplante do 12º nervo,Terceiro médio,Ativo
390,12,4,10,"Levez doucement les narines, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais. Accompagnez le mouvement avec votre doigt.","Raise your nostrils gently, with a SMALL movement, while subtly pressing your tongue against your palate. Accompany the movement with your finger.","Heben Sie sanft die Nasenflügel, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken. Begleiten Sie die Bewegung mit Ihrem Finger.","Levante suavemente las fosas nasales, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar. Acompañe el movimiento con su dedo.","Alzi delicatamente le narici, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato. Accompagni il movimento con il dito.","Levante suavemente as narinas, com um PEQUENO movimento, pressionando levemente a língua contra o céu da boca. Acompanhe o movimento com o dedo.",Péri-opératoire,Greffe 12e nerf,Tiers médian,Actif assisté,Perioperative.,12th nerve graft,Median Third,Active-assisted,Perioperativ,12. Nerventransplantation,Mitteltier,Unterstützende Vermögenswerte,Perioperatorio,Implante del 12º nervio,Tercer cuartil,Activo asistido,Perioperatorio,Impianto del 12° nervo,Terza mediana,Attivo assistito,Perioperatório,Transplante do 12º nervo,Terceiro médio,Ativo assistido
391,12,4,10,"Souriez doucement, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais.","Smile gently, with a SMALL movement, while subtly pressing your tongue against your palate.","Lächeln Sie sanft, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken.","Sonría suavemente, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar.","Sorrida delicatamente, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato.","Sorria suavemente, com um pequeno movimento, pressionando sutilmente a língua contra o céu da boca.",Péri-opératoire,Greffe 12e nerf,Tiers médian,Actif,Perioperative.,12th nerve graft,Median Third,Active,Perioperativ,12. Nerventransplantation,Mitteltier,Aktiv,Perioperatorio,Implante del 12º nervio,Tercer cuartil,Activo,Perioperatorio,Impianto del 12° nervo,Terza mediana,Attivo,Perioperatório,Transplante do 12º nervo,Terceiro médio,Ativo
